x1;x2;x3;x4;x1_pred;x2_pred;x3_pred;x4_pred
65.37515073890378;64.98201463176996;65.90206440432354;65.8157923349714;65.37515073890378;64.98201463176996;65.90206440432354;65.8157923349714
65.37515073890378;64.98201463176996;65.90206440432354;65.8157923349714;65.37515073890378;64.98201463176996;65.90206440432354;65.8157923349714
65.37515073890378;64.98201463176996;65.90206440432354;65.8157923349714;65.37515073890378;64.98201463176996;65.90206440432354;65.8157923349714
65.37515073890378;64.98201463176996;65.90206440432354;65.8157923349714;65.37515073890378;64.98201463176996;65.90206440432354;65.8157923349714
65.3605507389038;64.51601463176995;65.95216440432354;65.7497923349714;65.40757632255554;64.94687342643738;66.04591727256775;65.89225888252258
65.20619525021422;64.55933867902004;66.0577450861321;65.73211492864208;65.39512395858765;64.50051045417786;66.09432399272919;65.83866596221924
65.23170157989266;64.45831812314331;65.89928557898149;65.76576131903988;65.24549162387848;64.54314303398132;66.1980676651001;65.82117319107056
65.43709746997637;64.92106903183371;65.97591643177921;65.71667142755898;65.27076280117035;64.44835019111633;66.04610741138458;65.85648655891418
65.54825669499846;65.00616945538023;66.01470150554682;65.56756976021833;65.46833258867264;64.88602209091187;66.1160260438919;65.80003499984741
65.42359734025904;65.07045635768506;65.95344716020992;65.62916861775606;65.57574373483658;64.9627275466919;66.1512017250061;65.65453290939331
65.811347613717;64.73578451391215;66.15913546513559;65.48415380300199;65.45460110902786;65.02738857269287;66.09441578388214;65.71240067481995
65.76719895696267;64.80532294780183;66.22754451338875;65.33814139270592;65.83157724142075;64.69783306121826;66.28497421741486;65.58009028434753
65.95482812697102;64.84376874672208;66.15467784260247;65.5155670539634;65.78838288784027;64.76154685020447;66.35072946548462;65.43802380561829
65.94844642177208;64.68034411737904;66.03640048074763;65.60692923195823;65.96994644403458;64.79887628555298;66.27732276916504;65.60891270637512
65.81579300953797;64.59968166041332;65.94195594947972;65.48434620333052;65.96411782503128;64.64500212669373;66.16355419158936;65.70090055465698
65.72767179584551;64.61084088936906;66.07527830924963;65.5587439784475;65.8356341123581;64.5681791305542;66.07472002506256;65.58466672897339
65.7453630159619;64.4265018533295;65.70716055786541;65.56908381443056;65.75006473064423;64.58014059066772;66.20342433452606;65.65669655799866
65.69987248731063;64.5450207728432;65.79443644139609;65.63218653956108;65.7677994966507;64.40672016143799;65.85023164749146;65.67126512527466
65.81996335990627;64.68122739906828;65.94744560365355;65.67785147712422;65.72323787212372;64.52084493637085;65.93413531780243;65.73036551475525
65.79077344721468;64.70583436908481;65.7636691120227;65.9330832408979;65.83908253908157;64.64859056472778;66.0782539844513;65.77226161956787
65.72592902758292;64.5475732792691;65.58743226692035;65.87526541240986;65.81055480241776;64.6781485080719;65.9022182226181;66.01844549179077
65.94027680622696;64.96536135027362;65.86027934588235;65.70288864363297;65.7481529712677;64.5280978679657;65.73412239551544;65.9664523601532
66.00937816471648;65.02042327252244;66.01495564930248;65.59035821157502;65.95431530475616;64.91862916946411;65.99128186702728;65.79193115234375
65.82624412739739;64.89373298877491;65.68677856119653;65.66229059524825;66.02082413434982;64.96659255027771;66.1376166343689;65.68233251571655
