q_A;q_B;x1;x2;x3;x4;x1_pred;x2_pred;x3_pred;x4_pred
452.78;555.56;65.37515073890378;64.98201463176996;65.90206440432354;65.8157923349714;65.37515073890378;64.98201463176996;65.90206440432354;65.8157923349714
452.78;555.56;65.37515073890378;64.98201463176996;65.90206440432354;65.8157923349714;65.37515073890378;64.98201463176996;65.90206440432354;65.8157923349714
452.78;555.56;65.37515073890378;64.98201463176996;65.90206440432354;65.8157923349714;65.37515073890378;64.98201463176996;65.90206440432354;65.8157923349714
452.78;555.56;65.37515073890378;64.98201463176996;65.90206440432354;65.8157923349714;65.37515073890378;64.98201463176996;65.90206440432354;65.8157923349714
452.78;555.56;65.41376185001491;65.02004426139958;65.72730884876799;65.68951826089733;65.35969936847687;64.97763097286224;65.86751133203506;65.8110499382019
452.78;555.56;65.14499333570863;64.84377494841723;65.80602414481228;65.43541402894675;65.41192877292633;65.02207159996033;65.8277428150177;65.78786611557007
452.78;555.56;65.21023142893792;64.83988118920567;65.6392181705136;65.46692674779207;65.16160237789154;64.83076429367065;65.8085584640503;65.70116937160492
452.78;555.56;65.26832160909095;64.67932507798882;65.8887526757494;65.55417133595621;65.19767343997955;64.82988274097443;65.74528485536575;65.57137340307236
452.78;555.56;65.35636306639438;64.60349865116345;65.94555823905426;65.57630663021652;65.25651276111603;64.70364439487457;65.75314611196518;65.50464451313019
452.78;555.56;65.58073081044226;64.4587188808782;66.02376971694025;65.65295193408598;65.36542081832886;64.62513780593872;65.804503262043;65.53927272558212
452.78;555.56;65.66858450059843;64.17076504803458;65.88358663804938;65.70751673187915;65.55340588092804;64.4957708120346;65.85957139730453;65.60255289077759
452.78;555.56;65.43198773260055;64.45731621273505;65.925209976559;65.81428957255602;65.65558648109436;64.23303008079529;65.91065973043442;65.64445555210114
452.78;555.56;65.12957598164253;64.4619383233768;65.89197891875406;65.76517580504627;65.40960562229156;64.50397789478302;65.91211527585983;65.72269439697266
452.78;555.56;65.24586224348377;64.48886821701548;66.2153484835627;65.84663337528131;65.13952207565308;64.50450336933136;65.89927107095718;65.76434135437012
452.78;555.56;65.34679849832688;64.60539795205976;66.54100363284616;65.78432178773866;65.26786577701569;64.53567576408386;65.95213949680328;65.80127418041229
452.78;555.56;65.3425717644274;64.27494278135285;66.58188169515715;65.85321078536116;65.35027194023132;64.63990294933319;66.10726326704025;65.80239534378052
452.78;555.56;65.15041232509353;64.18329664245086;66.39724529914267;65.75743531316895;65.36747431755066;64.32718682289124;66.26494079828262;65.8250841498375
452.78;555.56;65.32670821219918;64.23838043106393;66.25905688628184;65.61410363987916;65.19142305850983;64.24541676044464;66.36507838964462;65.802441239357
452.78;555.56;65.41714387837074;64.28297512910552;66.09557438920021;65.39032959231665;65.3579570055008;64.28860247135162;66.36120676994324;65.7752776145935
452.78;555.56;65.55979450182406;64.33346757601706;66.14326834959478;65.40435712418066;65.44132077693939;64.327681183815;66.25118851661682;65.65281510353088
452.78;555.56;65.66972836964216;64.43591530476999;66.19995531235185;65.45181992969509;65.57575583457947;64.35400331020355;66.15279823541641;65.5253991484642
452.78;555.56;65.55968421133568;64.40635702938063;66.14075778606502;65.63847240634801;65.68564569950104;64.45951998233795;66.11164301633835;65.43825000524521
452.78;555.56;65.49471903736784;64.29045724096905;65.97165037717333;65.58631902335127;65.5645341873169;64.44277393817902;66.08688563108444;65.49361646175385
452.78;555.56;65.47321498470556;64.12951430703875;65.86906254062134;65.5740618097996;65.4797945022583;64.3348753452301;66.05786323547363;65.5528873205185
452.78;555.56;65.35377241360611;64.22087339445551;66.06589819069764;65.73739736397539;65.47656214237213;64.17630302906036;65.99054425954819;65.61294168233871
452.78;555.56;65.56376346923706;64.28823873179375;66.11624131326109;65.64187023647708;65.35363912582397;64.26561641693115;65.96462965011597;65.62974274158478
452.78;555.56;65.40022308429242;64.5519827240029;66.35706550511017;65.91838031544461;65.55912733078003;64.3386400938034;65.96765547990799;65.66667228937149
452.78;555.56;65.38288024955301;64.46581071031179;66.56286460235536;65.88269096385177;65.40720641613007;64.59139680862427;66.06018751859665;65.75086772441864
452.78;555.56;65.42171242952;64.24918740201488;66.59442573279414;65.7661329134413;65.40523934364319;64.51322555541992;66.22067451477051;65.80463767051697
452.78;555.56;65.22974628370092;64.13513739784966;66.62106333543812;65.7626520600462;65.44551074504852;64.29623913764954;66.34241580963135;65.87251722812653
452.78;555.56;65.07928171843449;64.35538178593038;66.56908412430174;65.7238109487193;65.24762809276581;64.19346737861633;66.44926071166992;65.82083225250244
452.78;555.56;65.10815132333734;64.13855116410669;66.839484411944;65.88612940055762;65.12420725822449;64.40383005142212;66.4917042851448;65.76828509569168
452.78;555.56;65.15181932908516;64.38101281631916;66.79685604076478;65.84673343672222;65.16452705860138;64.22877097129822;66.55687928199768;65.78353554010391
452.78;555.56;65.15528645521104;64.91483561058843;66.84831209929173;65.4847178346317;65.20565235614777;64.43623316287994;66.60702675580978;65.81104338169098
452.78;555.56;65.19259976642726;65.01780855419992;66.87301427098582;65.42024661101709;65.17515754699707;64.92008113861084;66.65642350912094;65.79884827136993
452.78;555.56;65.31671184296445;65.12896635609157;66.74558273489387;65.49286980395169;65.25363993644714;65.02110016345978;66.71556323766708;65.64707487821579
