q_A;q_B;x1;x2;x3;x4;x1_pred;x2_pred;x3_pred;x4_pred
452.77777777777777;555.5555555555555;65.37515073890378;64.98201463176996;65.90206440432354;65.8157923349714;65.37515073890378;64.98201463176996;65.90206440432354;65.8157923349714
452.77777777777777;555.5555555555555;65.37515073890378;64.98201463176996;65.90206440432354;65.8157923349714;65.37515073890378;64.98201463176996;65.90206440432354;65.8157923349714
452.77777777777777;555.5555555555555;65.37515073890378;64.98201463176996;65.90206440432354;65.8157923349714;65.37515073890378;64.98201463176996;65.90206440432354;65.8157923349714
452.77777777777777;555.5555555555555;65.37515073890378;64.98201463176996;65.90206440432354;65.8157923349714;65.37515073890378;64.98201463176996;65.90206440432354;65.8157923349714
453.13717777777777;555.5469555555555;65.37945073890378;64.80231463176995;66.01816440432354;65.7929923349714;65.40757632255554;64.94687342643738;66.04591727256775;65.89225888252258
452.8054153213012;555.317519588142;65.4938820559439;64.98017586000822;66.19308693255525;65.79620038375434;65.43986189365387;64.91386532783508;66.18369579315186;65.9699273109436
452.88975260188886;555.8571010156684;65.21617592104468;64.9381298044985;66.36855346035523;65.81790911003424;65.46994531154633;64.88049077987671;66.31366550922394;66.0414457321167
453.1555437262981;555.7774957827712;65.26657685868385;64.80815989744531;66.62124103328665;65.9874305369687;65.50143748521805;64.8518385887146;66.44273042678833;66.11102342605591
453.1809405589738;555.5169406408409;65.40409268833037;64.80705179672908;66.36782933053004;65.89365440851559;65.53237652778625;64.82447242736816;66.56574368476868;66.18113875389099
453.3951251610583;555.6481164819138;65.3365753044988;64.71162368468958;66.41744571447599;66.05303427399181;65.56168901920319;64.79697489738464;66.68137431144714;66.24922156333923
453.3218888224894;555.1949096341541;65.56575042400564;64.76626791711269;66.62769026260364;65.76842464772055;65.59117782115936;64.77189040184021;66.79331362247467;66.31719946861267
453.4370065188973;554.9870331173807;65.65698203671884;64.72309218321922;66.43768234053839;65.95867382882153;65.6181948184967;64.74534702301025;66.89671635627747;66.38225317001343
453.0060071697708;555.133275267318;65.56507220856255;64.95585335435254;66.44166646004723;66.12963407039491;65.64402431249619;64.71917009353638;66.99404120445251;66.44638895988464
453.10514850522793;555.1543741061555;65.54186135783326;64.90802677178513;66.16654575087341;65.8734171802391;65.66899299621582;64.69443821907043;67.08842873573303;66.5035092830658
453.30530424449125;555.0551261814895;65.58037127890428;64.81288142615246;65.77309718694038;65.87592451233486;65.69362980127335;64.6711790561676;67.17906594276428;66.5596854686737
453.23669857973226;555.3816924141604;65.40340679323546;64.85845980557313;65.70563153478462;65.97356641985397;65.71769618988037;64.64886021614075;67.26508736610413;66.61616325378418
453.31214123936275;555.5790867235455;65.30282590158747;64.82897546417102;65.87867874496517;65.89929277354274;65.74225348234177;64.62945222854614;67.35025644302368;66.66971683502197
452.86675738262073;555.381304908535;65.40653846491385;65.06187000371528;66.12739985169338;66.10547718322806;65.76708561182022;64.61227750778198;67.43353724479675;66.72210335731506
453.1962481223684;555.1840042731413;65.50309626754334;64.89180094237844;66.2421675414847;65.94990291919447;65.78981065750122;64.5940933227539;67.51155972480774;66.76794648170471
453.14979269401454;555.062022240412;65.55555758199867;64.92104290251481;66.16933509938895;65.9764059217878;65.8118788599968;64.57623410224915;67.58473038673401;66.81588768959045
452.8211861097594;555.1321030599197;65.50849004937183;65.0894109765927;65.88754568196484;65.90640456113577;65.83289957046509;64.55854773521423;67.6538097858429;66.86171770095825
452.51708784394725;555.2434548334182;65.44392487525802;65.23430035317728;65.90582315613443;66.08537595177985;65.85308539867401;64.54159426689148;67.72052228450775;66.90231561660767
452.81645010898495;555.8107988198027;65.15566793964216;65.0678001725646;66.10034371945453;66.1543271688704;65.87264549732208;64.5255811214447;67.78532028198242;66.93811416625977
452.7699317110471;555.6740998935262;65.23864958939784;65.08534033548055;66.21324493847392;66.03871028613764;65.89434725046158;64.51404142379761;67.85224258899689;66.97557806968689
452.97898081649345;556.2194415554163;64.97507883508649;64.97392740251001;66.35972954200687;66.03088055927431;65.91495829820633;64.50218367576599;67.91521787643433;67.01131105422974
452.69123990989436;556.0145323845084;65.10420488079494;65.11833700442689;66.3722111521797;65.95400342601229;65.93744826316833;64.49434995651245;67.98020601272583;67.04773902893066
452.85129844724264;556.3597196985944;64.94967428095919;65.02921957757562;66.49641941166094;66.1505502817467;65.95814055204391;64.48523712158203;68.04069638252258;67.07990527153015
453.06917511257564;555.8905491096722;65.21262467261663;64.91713424852207;66.39026516903549;66.31609114420503;65.97988724708557;64.4787654876709;68.10160636901855;67.112478017807
452.77930674650463;555.8175741596709;65.25994721870305;65.06639379044076;66.38567536891757;66.32465167698253;65.99981725215912;64.47029566764832;68.15606474876404;67.14654564857483
452.5048646328204;555.7736399378133;65.28959456431193;65.19798957003816;66.39354857048924;66.40008818524235;66.01848888397217;64.46136951446533;68.20755958557129;67.17632532119751
452.9388095001007;555.9475846964664;65.20832592995819;64.96661880718013;66.52295179448421;66.20430807588211;66.03606289625168;64.452152967453;68.25648427009583;67.20209240913391
452.90536948746956;556.1410330110617;65.12272342659021;64.9843652018017;66.5751629797894;66.11901848982878;66.05464291572571;64.445072889328;68.30493032932281;67.23159670829773
453.3084656491442;556.1953941586532;65.112371340282;64.7826604162956;66.4514186659823;66.06425250417503;66.07342863082886;64.43940329551697;68.35297644138336;67.25957989692688
453.38140318270155;556.1598476019692;65.1476632451988;64.75948193054855;66.78680977699761;66.26338248824531;66.09270179271698;64.43504738807678;68.39956045150757;67.29094624519348
453.7433544725653;556.3783742620979;65.05356574804811;64.59334179903144;66.3982849324804;66.20199331801494;66.1115238070488;64.430912733078;68.44392836093903;67.32197165489197
453.32382658931976;556.9311316464944;64.79862605524023;64.82901726283676;66.43913660548507;66.09948270961188;66.13135182857513;64.42894911766052;68.48836183547974;67.35575079917908
453.7747706982431;557.1814475666004;64.71190307409812;64.61374503297064;66.62130066081305;66.3100809571135;66.15196287631989;64.4296612739563;68.53550970554352;67.38348484039307
453.92219817901565;557.4409109476657;64.62638789455252;64.564582599171;66.29252597619221;66.3404137225893;66.17382019758224;64.43262052536011;68.58290016651154;67.41500854492188
453.70667685819325;556.6372178694073;65.07815195663842;64.70017206175548;66.26084584664889;66.25375389810269;66.196368932724;64.43730139732361;68.63053977489471;67.4468469619751
453.73212370882436;556.6375603204876;65.09778064991595;64.70623814110756;66.10166032734155;66.29634469185291;66.21508032083511;64.43695569038391;68.66937398910522;67.47576117515564
453.43239134951574;556.7601751170253;65.054964590913;64.87448942013937;66.11647374980224;66.31302911884966;66.23339760303497;64.43682432174683;68.70660185813904;67.50391483306885
453.5109576772012;556.7461163066178;65.08333973931616;64.84237460373869;66.05048991149107;66.28034959123482;66.2511842250824;64.43701100349426;68.7432461977005;67.52774119377136
452.9477615132529;555.7416451774462;65.60502937054109;65.13328202091492;65.94894288947862;66.43819334310213;66.2686493396759;64.43732213973999;68.77827107906342;67.55160689353943
452.7981806938295;555.0404150768838;65.94031917871315;65.19798793801692;66.15112820471154;66.31205815607093;66.28103083372116;64.4310302734375;68.8032579421997;67.56912589073181
452.0715383958203;554.4585325920444;66.19358252514556;65.54691086660507;66.13608863909444;66.43231832289264;66.29030787944794;64.42080426216125;68.82126212120056;67.58483529090881
452.22002681346135;554.4387471311419;66.14891313651405;65.43500690879554;65.95866300910079;66.20009519705734;66.29592907428741;64.40654730796814;68.8334572315216;67.592453956604
451.87965293804444;554.2118626409734;66.21077122175762;65.57499436136895;66.0988098007093;66.19318838272352;66.30161768198013;64.39304399490356;68.8450163602829;67.6013970375061
451.7128728357467;554.4184847357801;66.05175214216403;65.61885243054456;66.25808621607976;66.11528691349905;66.30572813749313;64.3782753944397;68.85412991046906;67.60651111602783
451.4395628944471;554.4608671688208;65.98545416542638;65.71305154794271;66.45992936997203;65.82205787430534;66.31019294261932;64.36501407623291;68.86456787586212;67.60951399803162
451.7907938214598;554.3739746140251;65.98821354772268;65.48870029002485;66.00241798148525;65.76019393570438;66.3142100572586;64.35202240943909;68.8748550415039;67.60938286781311
451.5693849857082;554.1244027487529;66.0721286264375;65.56562566401698;66.04287386908582;66.1379107715235;66.31845533847809;64.33959770202637;68.88406038284302;67.61315941810608
451.7809553053279;554.043036048219;66.06634678420221;65.42093310205735;65.96103037670234;66.27240194266066;66.3212918639183;64.325852394104;68.89074146747589;67.61453628540039
450.96600959108275;554.166930837904;65.9583196530065;65.79914472782744;65.93572031644659;66.35458016442476;66.3241525888443;64.31256341934204;68.8964980840683;67.6182210445404
451.19506341931566;554.6692531080294;65.66828059033702;65.63014247397383;65.8976156507029;66.38526525288718;66.32591396570206;64.29911541938782;68.90290379524231;67.61283159255981
451.3212607225132;554.4879930094643;65.73936864952398;65.52383529956145;65.95894014474649;66.41269638729186;66.32987231016159;64.28933191299438;68.9133220911026;67.60982871055603
451.0172232036264;554.0589053575131;65.92963128145823;65.63973268115211;65.84586771887167;66.39950385044304;66.33331036567688;64.27898836135864;68.92179310321808;67.60837316513062
451.0656615387626;554.6030992948176;65.62056894330235;65.57166564362518;65.9879704172774;66.23159127055604;66.33456009626389;64.26600360870361;68.92624497413635;67.60392785072327
451.1973775518529;554.5311851803384;65.64016478691536;65.466497569623;65.94582608795554;66.39415674019767;66.33784431219101;64.25660729408264;68.93508970737457;67.59983658790588
450.9081926804897;554.6004314286695;65.58787405954907;65.57879114278106;66.06213813152544;66.3840596009102;66.34102654457092;64.2472939491272;68.9430034160614;67.59734511375427
450.90258339222794;554.2427010320562;65.75255770314602;65.54181068617787;65.94994386081673;66.31179208538403;66.34386307001114;64.23813962936401;68.95110726356506;67.59179830551147
451.45756020920305;554.2295727721623;65.73396136881016;65.22700254072977;65.95009755872435;66.48184758781649;66.34532195329666;64.22713232040405;68.95586729049683;67.58659243583679
451.8998981338238;553.5645432535741;66.04255541944383;64.98950105115541;65.96881349800863;66.29418337491117;66.34770387411118;64.21736264228821;68.9604240655899;67.58762836456299
452.1641556355726;553.5331340042325;66.0137663987453;64.85687320565529;65.95009060690258;66.12507825682327;66.34842121601105;64.20495176315308;68.9592832326889;67.59380459785461
452.37369877361;553.6872720212789;65.89412301289933;64.7604443983776;65.75474245142073;66.22252216013112;66.34949117898941;64.19344663619995;68.95796537399292;67.60266900062561
451.99669161182015;553.481493678382;65.96241403274807;64.96371932816535;65.68657272351949;65.9982108779843;66.35147726535797;64.18383598327637;68.95805716514587;67.61339545249939
452.21902410941306;553.4964684555869;65.91577575788936;64.85377276627588;65.64332253517168;65.93368277114332;66.35197681188583;64.17297387123108;68.95633280277252;67.61979460716248
452.5489769801691;553.578536476559;65.83870007947095;64.69734578859749;65.67804838230987;65.9558351232144;66.3529257774353;64.16315579414368;68.95484447479248;67.62835741043091
452.98665019180316;553.4802652224784;65.85693241714011;64.49748710565859;65.86552852422894;66.08234881588496;66.3547528386116;64.15495562553406;68.95418226718903;67.64017224311829
453.14922326244897;553.6077389079709;65.76107679584477;64.44850240540978;65.96851582493979;66.17659949342219;66.35697573423386;64.14749526977539;68.95280539989471;67.65639305114746
453.1442807419489;554.0968594262833;65.49078813289248;64.48654114741719;66.07103743098845;66.22317353524676;66.35990387201309;64.14163208007812;68.95258247852325;67.67370223999023
453.09089876565105;554.1875658817874;65.43772574554121;64.54626370118963;66.02463280135336;66.21522631668398;66.36453115940094;64.13910150527954;68.95649671554565;67.69010663032532
452.7588688135367;554.7508463325718;65.15191385303984;64.74132873928548;65.89008903586092;66.08677425927915;66.36928290128708;64.1373245716095;68.9609944820404;67.7052652835846
451.8104485257543;554.8718859789116;65.10627648892756;65.23158460934232;65.92264672939181;66.09949025479688;66.37536215782166;64.1384654045105;68.96999001502991;67.71597862243652
451.95602186715024;555.0092813475776;65.05550375459293;65.14215994013952;66.05284255455062;65.9604321227506;66.38001883029938;64.1386866569519;68.97945761680603;67.71595239639282
452.0524825738253;554.6229356959143;65.26998637937864;65.08325323291069;66.19092813120018;65.65094372622842;66.38532024621964;64.13986206054688;68.98971199989319;67.71736860275269
451.6882525950999;554.6533022785367;65.26181404536912;65.25861898219732;66.15423961423373;65.47100151108397;66.38927686214447;64.13888025283813;68.99630129337311;67.7200436592102
451.65232140167467;554.5015090245313;65.34526645194079;65.25814428888147;66.08619802310915;65.36994509238937;66.39258527755737;64.13746285438538;69.002805352211;67.71861433982849
451.5875472131039;554.2130616583621;65.49148242082289;65.2721227393594;66.10180172343162;65.35863712979445;66.39520055055618;64.13507747650146;69.00774896144867;67.71693587303162
452.04819473623735;553.9715360314299;65.6044897888277;65.02245843728672;65.79786420842146;65.47482882418927;66.39659202098846;64.13098430633545;69.0100371837616;67.71479845046997
452.57911586799446;553.6966478488469;65.72664461012431;64.75430161770703;65.65061779803086;65.63461773782412;66.39791262149811;64.12640714645386;69.01029944419861;67.71794557571411
452.5786970352111;554.3113712765168;65.39584997154132;64.7696919017029;65.7477373462718;65.61837560647939;66.39916753768921;64.1214497089386;69.00833249092102;67.72691488265991
452.5968672071658;554.1630952244284;65.468608048743;64.77476166439669;66.04460421517372;65.67708132878519;66.40261942148209;64.12035036087036;69.01161730289459;67.73518919944763
452.70612285981724;554.3404080410455;65.37372115311179;64.73395070256254;65.96607479157801;65.93244014780775;66.40548878908157;64.1185872554779;69.01352524757385;67.74343729019165
452.79730535116266;554.6241494324858;65.23194576311113;64.70489705217031;66.0465259278439;65.79702514104281;66.40913599729538;64.11822080612183;69.01687562465668;67.75245904922485
453.01221702168925;554.1923387202087;65.45739811763583;64.61591572221366;65.72882613401639;65.84120614847087;66.41389119625092;64.11975574493408;69.02248799800873;67.76197910308838
453.26846899880974;554.3512760567237;65.37244629079618;64.51219632762383;65.54220077896291;65.84322150891803;66.41735517978668;64.11926484107971;69.02427792549133;67.7737808227539
453.13788003818325;553.8583843522543;65.61907243957134;64.60881202821348;65.4827470308968;65.66524561509053;66.42177850008011;64.12032961845398;69.02739226818085;67.78787732124329
452.9564761494767;554.3218133948568;65.37109647155891;64.72439414613717;65.45867778678638;65.66609174326581;66.4240705370903;64.11852502822876;69.02617931365967;67.8003478050232
452.94063660671156;554.6671226969902;65.19871210498187;64.74948861656192;65.52556069043474;65.79578749861882;66.42766934633255;64.11934089660645;69.02888715267181;67.81015634536743
453.2283076278781;554.9866861766251;65.05069294075922;64.62115484032586;65.51546875745619;65.56759037823514;66.4324038028717;64.12218260765076;69.03440117835999;67.81924366950989
453.25157544281694;554.9508236498699;65.0902547240131;64.63357825228606;65.5506990718928;65.54381637284226;66.43870949745178;64.12733364105225;69.04242634773254;67.83092737197876
453.31769955735314;555.3282182728763;64.92055048016931;64.62374528698356;65.89828162558612;65.29196977260713;66.44478356838226;64.13225650787354;69.04982209205627;67.84249305725098
453.72141405025906;555.1700822614405;65.02992516980282;64.44577266351635;66.04476769950202;65.39443198010578;66.45220243930817;64.13932275772095;69.06011581420898;67.85417675971985
453.3230170676256;555.6449058882746;64.81552839432581;64.68072061938332;66.01870126284204;65.43267751394897;66.45960748195648;64.14602255821228;69.06873762607574;67.86988615989685
453.4670789347014;555.7863620186843;64.78210848542616;64.62877595333785;65.7347806857196;65.29703556880094;66.46783530712128;64.15462374687195;69.08090651035309;67.88044214248657
452.60890346927033;555.8607576334633;64.78444682826847;65.08141293128219;65.63104425393078;65.34543643417923;66.47664737701416;64.16400623321533;69.09380316734314;67.89209961891174
452.3255398372644;556.0270637617853;64.7406740248165;65.21646819398434;65.74563156668086;65.22627557496986;66.48396944999695;64.17200589179993;69.10661458969116;67.89402723312378
452.2594063986523;556.0447041499743;64.7741522783278;65.23390467580943;65.69824422404984;65.2160101301312;66.49120163917542;64.18001937866211;69.12023901939392;67.89266347885132
452.79494727224613;556.5391656852967;64.56698807470507;64.94934156940988;65.68783340124318;65.15838695702348;66.49820566177368;64.18753504753113;69.13342416286469;67.89061784744263
452.75536617445243;556.403659446604;64.68861870499796;64.97131032246408;65.5002067084531;64.90363531526741;66.50781804323196;64.19831418991089;69.15035963058472;67.89418458938599
452.34587064258125;556.1816176368743;64.84540841212322;65.17677170902007;65.37985198506948;64.77170664516528;66.51663702726364;64.20772433280945;69.16543304920197;67.89726614952087
452.57600141764067;556.9473884406722;64.49783916534297;65.04872251634036;65.5069676834017;64.89393464223669;66.52370327711105;64.21465229988098;69.17792320251465;67.89591550827026
452.39382132921196;556.7012492471384;64.6793962003472;65.13536536825002;65.45436440879294;64.99440541431777;66.53379964828491;64.22591543197632;69.19639945030212;67.89666295051575
452.0964243247659;556.5192206117478;64.81679415394629;65.27384048804103;65.28402409793551;65.20949186908442;66.54243367910385;64.23483467102051;69.21200394630432;67.89554834365845
452.1755501622677;556.6549777447674;64.78613935976696;65.2148225122054;65.58467256589;65.02433002451161;66.54966068267822;64.24165201187134;69.22535955905914;67.89135217666626
452.1277307444334;556.9087129930622;64.69853916089535;65.2232116957602;65.4385610280385;65.0496616751001;66.55736130475998;64.24889802932739;69.23933148384094;67.88810014724731
452.05792236266853;556.8114315041815;64.79228734386955;65.2420360823766;65.47106378305743;65.15551279879223;66.56571531295776;64.25702214241028;69.25483763217926;67.88425803184509
452.46535722368566;556.7542665176592;64.85972739679967;65.02098388849427;65.41971905660222;65.30007845543166;66.57339346408844;64.26392245292664;69.26887512207031;67.8798520565033
452.0666394580439;556.4334791388983;65.05448264232037;65.21774482086688;65.53617440266584;65.63106997306166;66.58142077922821;64.27071905136108;69.28191602230072;67.88004875183105
452.444108146966;556.486831910869;65.04918412944058;65.01329513046603;65.57639739994531;65.68489152121808;66.5873721241951;64.2745840549469;69.29164588451385;67.87611484527588
452.180756926212;556.2262814060797;65.20119048913278;65.14288537426332;65.62615405672666;65.70555440481174;66.59406328201294;64.27907824516296;69.30149376392365;67.87637710571289
452.6952483808765;556.3657089611049;65.14307406160489;64.87491493076483;65.50370315843767;65.6212148903998;66.59916937351227;64.28135299682617;69.30868625640869;67.87395119667053
453.1955382248856;556.6443275415473;65.01923654987026;64.63190998882729;65.37752110509992;65.40216626721669;66.60559606552124;64.28512811660767;69.3168556690216;67.87709832191467
452.76947203389295;557.2730840221095;64.72858592219141;64.8682833938531;65.23986254173847;65.19296521514961;66.61379796266556;64.29115033149719;69.32713627815247;67.88538575172424
452.6733087114117;557.9472133805436;64.43462556408852;64.92394713762151;65.28932016383024;65.18152193078237;66.62331700325012;64.29980683326721;69.34220969676971;67.88840174674988
452.7701606422324;558.2999338585823;64.32096700339021;64.87939233848773;65.30922428021819;65.2078181714067;66.63488781452179;64.311692237854;69.36233162879944;67.88984417915344
452.9605645710211;557.9970551771838;64.54268525979035;64.79103186031217;65.42661277771843;65.26728406172043;66.64764440059662;64.32507801055908;69.38461720943451;67.8921127319336
452.6113615580993;558.1150866953255;64.53916719932707;64.97836555153692;65.3880043778767;65.00857439788531;66.65934830904007;64.33634114265442;69.40346717834473;67.89651870727539
452.0184039788573;558.064522797868;64.62018138402762;65.27508761317345;65.3312097838824;64.87762666674566;66.67056477069855;64.347092628479;69.42245483398438;67.89692521095276
451.9809249111545;558.0120437147144;64.69675221592948;65.27428894826463;65.27311336171745;64.86875125178445;66.68026185035706;64.35590815544128;69.44011151790619;67.89088010787964
452.1326593584276;558.2164591255047;64.63977107873261;65.1789367701951;65.38915214023648;65.11159733183862;66.68947148323059;64.36372113227844;69.45658802986145;67.88469076156616
452.45220638707195;558.5928773412331;64.50058728154644;65.00603511331124;65.5961227026781;65.29080646416365;66.69948315620422;64.37236380577087;69.47413325309753;67.88023233413696
452.0148474068808;558.7534047541993;64.47862780555386;65.22311323797075;65.58380639123668;65.32591812229384;66.71120780706406;64.38310837745667;69.49418306350708;67.87919640541077
451.90436363762575;559.5384299028258;64.14588342679731;65.26228188218488;65.48991572117312;65.57271275626766;66.72244673967361;64.3933482170105;69.51467871665955;67.8733217716217
452.03333278434616;559.5917360994995;64.20118148260092;65.17911282546369;65.32874381404538;65.83778679070107;66.73607623577118;64.40713500976562;69.5409244298935;67.86597847938538
