x1;x2;x3;x4;x1_pred;x2_pred;x3_pred;x4_pred
65.37515073890378;64.98201463176996;65.90206440432354;65.8157923349714;65.37515073890378;64.98201463176996;65.90206440432354;65.8157923349714
65.37515073890378;64.98201463176996;65.90206440432354;65.8157923349714;65.37515073890378;64.98201463176996;65.90206440432354;65.8157923349714
65.37515073890378;64.98201463176996;65.90206440432354;65.8157923349714;65.37515073890378;64.98201463176996;65.90206440432354;65.8157923349714
65.37515073890378;64.98201463176996;65.90206440432354;65.8157923349714;65.37515073890378;64.98201463176996;65.90206440432354;65.8157923349714
65.37515073890378;64.98201463176996;65.90206440432354;65.8157923349714;65.34204757213593;64.98626327514648;65.86751133203506;65.8110499382019
65.37515073890378;64.98201463176996;65.90206440432354;65.8157923349714;65.3153589963913;64.98203182220459;65.8608826994896;65.8110499382019
65.37515073890378;64.98201463176996;65.90206440432354;65.8157923349714;65.28374063968658;64.9814544916153;65.85262805223465;65.8110499382019
65.37515073890378;64.98201463176996;65.90206440432354;65.8157923349714;65.25713503360748;64.9825987815857;65.84121316671371;65.8110499382019
65.37515073890378;64.98201463176996;65.90206440432354;65.8157923349714;65.23940718173981;64.98020303249359;65.82847714424133;65.8110499382019
65.37515073890378;64.98201463176996;65.90206440432354;65.8157923349714;65.20301115512848;64.98427891731262;65.81691473722458;65.8110499382019
65.37515073890378;64.98201463176996;65.90206440432354;65.8157923349714;65.17485678195953;64.98443448543549;65.80402791500092;65.8110499382019
65.37515073890378;64.98201463176996;65.90206440432354;65.8157923349714;65.16235947608948;64.98326253890991;65.79840570688248;65.8110499382019
65.37515073890378;64.98201463176996;65.90206440432354;65.8157923349714;65.15292513370514;64.98594522476196;65.78773826360703;65.8110499382019
65.37515073890378;64.98201463176996;65.90206440432354;65.8157923349714;65.11461734771729;64.98409914970398;65.7816669344902;65.8110499382019
65.37515073890378;64.98201463176996;65.90206440432354;65.8157923349714;65.09323537349701;64.98360133171082;65.77341884374619;65.8110499382019
65.37515073890378;64.98201463176996;65.90206440432354;65.8157923349714;65.07389652729034;64.99006950855255;65.761938393116;65.8110499382019
65.37515073890378;64.98201463176996;65.90206440432354;65.8157923349714;65.07353699207306;65.00400149822235;65.75677841901779;65.8110499382019
65.37515073890378;64.98201463176996;65.90206440432354;65.8157923349714;65.07353699207306;65.00400149822235;65.75006455183029;65.8110499382019
65.37515073890378;64.98201463176996;65.90206440432354;65.8157923349714;65.07353699207306;65.00400149822235;65.74410796165466;65.8110499382019
65.37515073890378;64.98201463176996;65.90206440432354;65.8157923349714;65.0689287185669;65.00690197944641;65.73747932910919;65.8110499382019
65.37515073890378;64.98201463176996;65.90206440432354;65.8157923349714;65.03848576545715;65.01009631156921;65.73125392198563;65.8110499382019
65.37515073890378;64.98201463176996;65.90206440432354;65.8157923349714;65.01800608634949;65.0117073059082;65.7262709736824;65.8110499382019
65.37515073890378;64.98201463176996;65.90206440432354;65.8157923349714;65.01800608634949;65.0117073059082;65.72125196456909;65.8110499382019
65.37515073890378;64.98201463176996;65.90206440432354;65.8157923349714;65.02409744262695;65.01461470127106;65.71462661027908;65.8110499382019
