;q_A [cm^3/s];q_B [cm^3/s];q_d1 [cm^3/s];q_d2 [cm^3/s];q_d3 [cm^3/s];q_d4 [cm^3/s];x1 [cm];x2 [cm];x3 [cm];x4 [cm]
174;452.78;555.56;-0.1551;-0.2388;0.0909;0.0535;65.57788867;64.62647491;65.78187215;64.96055319
175;452.78;555.56;0.1022;0.0051;-0.0678;-0.0337;65.40561612;64.37788819;65.87788502;65.0485123
176;452.78;555.56;-0.1205;-0.1172;0.2363;-0.2683;65.50498622;64.39400511;65.81114872;65.04571962
177;452.78;555.56;-0.1034;0.0897;0.231;0.1473;65.37290302;64.28658978;66.05132659;64.80843968
178;452.78;555.56;-0.0683;-0.0759;-0.2195;-0.2104;65.27593641;64.38395136;66.27608318;64.99634679
179;452.78;555.56;0.0026;-0.1033;-0.1672;0.1232;65.22932585;64.31654096;66.040885;64.81896027
180;452.78;555.56;-0.0531;-0.0315;-0.0917;0.058;65.24651102;64.21924615;65.86788123;64.98234193
181;452.78;555.56;-0.2062;0.1578;0.2288;-0.1779;65.19967813;64.20711848;65.77766668;65.07392099
182;452.78;555.56;-0.0965;0.1362;-0.0274;-0.1808;64.99874448;64.38883164;66.01175698;64.92590276
183;452.78;555.56;-0.3335;-0.164;-0.0858;-0.023;64.92942047;64.53033677;65.97977979;64.78096171
184;452.78;555.56;0.0938;0.42;-0.0051;0.2747;64.62590855;64.35595871;65.89074949;64.79968017
185;452.78;555.56;-0.2403;-0.0489;-0.0336;0.1223;64.76417983;64.77844509;65.88617088;65.11534154
186;452.78;555.56;-0.1657;-0.1729;-0.0234;-0.1609;64.55984551;64.71547673;65.85328528;65.26585191
187;452.78;555.56;0.0078;0.1332;-0.1604;0.1258;64.44101202;64.53893901;65.83198615;65.12709338
188;452.78;555.56;-0.1109;-0.0543;-0.119;-0.315;64.50193516;64.67514631;65.67458518;65.28062964
189;452.78;555.56;0.2315;0.3231;-0.0401;0.0366;64.43384741;64.62059882;65.56522619;64.98717561
190;452.78;555.56;-0.1939;0.1271;0.2072;-0.0052;64.70764077;64.93539477;65.53938658;65.05715945
191;452.78;555.56;0.0401;-0.0298;0.1934;0.119;64.53846635;65.03521606;65.76193902;65.08251774
192;452.78;555.56;-0.0059;0.2363;0.1374;0.1667;64.62286657;64.97225902;65.9612929;65.23105257
193;452.78;555.56;-0.1752;0.1274;0.0545;0.3746;64.66459369;65.18574511;66.09624142;65.4212966
194;452.78;555.56;0.0785;-0.1843;-0.3918;-0.4257;64.5401939;65.28324421;66.14260731;65.81177753
195;452.78;555.56;-0.0257;0.1333;0.2671;-0.1591;64.67892925;65.07800887;65.74072208;65.38626457
196;452.78;555.56;0.1158;-0.0775;0.1677;0.1588;64.68818416;65.18743834;66.01467129;65.24445577
197;452.78;555.56;0.1235;-0.0125;-0.0554;0.1438;64.84993176;65.0727977;66.17767137;65.42625955
198;452.78;555.56;0.3245;0.0197;-0.0973;0.1237;65.01652136;65.03839726;66.11071107;65.58574072
199;452.78;555.56;0.2005;-0.1319;0.0279;-0.3785;65.37129711;65.04498916;66.00466799;65.71870675
200;692.39;611.17;-0.0554;-0.2;0.0067;0.2351;65.57636176;64.90486809;66.02828937;65.34413018
201;692.39;611.17;-0.0359;0.0552;-0.1039;-0.0304;66.71231666;65.06200483;66.58581596;68.39366806
202;692.39;611.17;0.1649;-0.2082;0.2241;0.3046;67.82365996;65.58489588;67.00931459;71.05628683
203;692.39;611.17;0.0983;-0.3863;-0.0983;-0.0096;69.0880117;65.91214489;67.74308275;73.9500879
204;692.39;611.17;0.096;-0.1254;0.0375;0.0799;70.24245814;66.14944843;68.12386261;76.41903969
205;692.39;611.17;-0.2425;0.0497;-0.1806;0.1448;71.34353074;66.72407918;68.62463435;78.8847872
206;692.39;611.17;-0.0036;-0.0405;-0.0383;-0.0534;72.06354625;67.52561649;68.88658358;81.32433374
207;692.39;611.17;-0.1107;0.1901;0.1623;-0.3366;72.99215525;68.27116673;69.28002317;83.47693813
208;692.39;611.17;0.042;0.0276;0.0064;0.0858;73.77713577;69.27409132;69.85786556;85.26913759
209;692.39;611.17;-0.0147;-0.1149;-0.088;-0.0063;74.69421231;70.11063084;70.25610237;87.42021457
210;692.39;611.17;0.1365;-0.0659;-0.2922;0.125;75.51940079;70.82418544;70.54365882;89.40382416
211;692.39;611.17;0.0476;-0.2155;-0.0511;-0.0194;76.46147417;71.60804393;70.61528831;91.45005156
212;692.39;611.17;0.1179;0.1629;-0.0532;0.0327;77.26530769;72.26058692;70.92510036;93.2818224
213;692.39;611.17;-0.07;-0.2072;0.11;0.0544;78.10770762;73.31069892;71.22021094;95.103641
214;692.39;611.17;-0.1417;-0.1381;0.1983;-0.051;78.72797008;73.9832188;71.6665436;96.88604594
215;692.39;611.17;-0.0615;-0.024;-0.1828;-0.2031;79.26073174;74.74038711;72.18310758;98.50382331
216;692.39;611.17;-0.0026;0.0004;0.1203;-0.1943;79.86554999;75.61600266;72.29772985;99.91621342
217;692.39;611.17;0.0569;-0.2254;-0.1453;0.1159;80.50109519;76.50589576;72.7108376;101.2912381
218;692.39;611.17;0.3389;-0.1358;0.1724;-0.0097;81.17842142;77.15774778;72.84174451;102.9318312
219;692.39;611.17;-0.0063;0.0398;-0.0655;-0.186;82.10657113;77.91060694;73.28510074;104.3939672
220;692.39;611.17;-0.1434;0.1695;0.0836;0.2524;82.6575981;78.83816421;73.47280889;105.6330494
221;692.39;611.17;-0.0519;0.0524;0.2323;0.171;83.0496671;79.87638864;73.80211904;107.2711662
222;692.39;611.17;-0.0695;-0.0039;-0.2556;-0.2289;83.52553932;80.78424331;74.26699801;108.7761927
223;692.39;611.17;0.0722;-0.2344;0.022;0.1224;83.97708484;81.62648399;74.22548977;109.8341755
224;692.39;611.17;-0.2311;-0.0926;0.2366;-0.1794;84.54482339;82.21907586;74.46322987;111.2105128
225;692.39;611.17;0.0095;0.0782;0.1169;-0.2326;84.78878943;82.95959807;74.9061353;112.2424277
226;692.39;611.17;0.0235;0.1621;0.3249;-0.0905;85.27807128;83.85728653;75.2118042;113.1893588
227;692.39;611.17;0.0348;0.1334;-0.0744;-0.0913;85.76776875;84.81312705;75.71340058;114.2493522
