;q_A [cm^3/s];q_B [cm^3/s];q_d1 [cm^3/s];q_d2 [cm^3/s];q_d3 [cm^3/s];q_d4 [cm^3/s];h1 [cm];h2 [cm];h3 [cm];h4 [cm]
461;518.11;574.13;0.0;0.0;0.0;0.0;68.79950008235127;74.05044234277743;67.66757023861057;82.55518038040412
462;518.11;574.13;-0.0;0.0;-0.0;-0.0;68.99790812149772;74.20146383649323;67.77939029116085;82.68364943248883
463;518.11;574.13;-0.0;-0.0;-0.0;0.0;69.18940728812424;74.34730992799938;67.88656093115016;82.80751703851207
464;518.11;574.13;-0.0;0.0;-0.0;0.0;69.37421889148186;74.48815690617961;67.98927907641661;82.92695139472248
465;518.11;574.13;-0.0;-0.0;-0.0;-0.0;69.55255829531245;74.62417505234693;68.08773300694912;83.0421143069064
466;518.11;574.13;0.0;-0.0;-0.0;-0.0;69.72463499860562;74.75552884965373;68.18210276859527;83.15316145068915
467;518.11;574.13;0.0;-0.0;-0.0;-0.0;69.89065272246914;74.88237718461576;68.27256055583011;83.2602426199664
468;518.11;574.13;0.0;-0.0;-0.0;-0.0;70.05080950219535;75.00487354110174;68.35927107484343;83.36350196409788
469;518.11;574.13;-0.0;0.0;-0.0;0.0;70.20529778370374;75.12316618712048;68.44239188811353;83.46307821445569
470;518.11;574.13;0.0;0.0;0.0;-0.0;70.35430452362714;75.23739835471865;68.52207374155356;83.55910490088236
471;518.11;574.13;0.0;0.0;-0.0;-0.0;70.49801129238664;75.3477084132854;68.59846087524137;83.6517105585792
472;518.11;574.13;0.0;0.0;0.0;0.0;70.63659437967041;75.45423003654332;68.67169131867487;83.74101892591392
473;518.11;574.13;0.0;-0.0;0.0;-0.0;70.77022490179372;75.55709236349094;68.7418971714308;83.8271491336069
474;518.11;574.13;-0.0;-0.0;0.0;0.0;70.89906891047325;75.65642015354743;68.80920487004691;83.91021588572755
475;518.11;574.13;-0.0;0.0;-0.0;-0.0;71.02328750259926;75.7523339361376;68.8737354418936;83.99032963290752
476;518.11;574.13;0.0;0.0;-0.0;0.0;71.14303693063401;75.8449501549426;68.93560474675054;84.06759673815282
477;518.11;574.13;-0.0;0.0;-0.0;-0.0;71.25846871330502;75.93438130703079;68.99492370675894;84.14211963561557
478;518.11;574.13;0.0;0.0;0.0;-0.0;71.36972974629859;76.02073607707247;69.05179852537665;84.21399698266498
479;518.11;574.13;0.0;0.0;0.0;0.0;71.4769624126914;76.1041194668318;69.10633089592473;84.28332380557806
480;518.11;574.13;-0.0;0.0;0.0;-0.0;71.58030469288762;76.18463292012062;69.15861820027683;84.35019163915287
481;518.11;574.13;0.0;-0.0;0.0;-0.0;71.67989027385536;76.26237444338926;69.20875369820988;84.41468866052986
482;518.11;574.13;-0.0;-0.0;0.0;-0.0;71.77584865748057;76.33743872212192;69.25682670790225;84.47689981749167
483;518.11;574.13;-0.0;-0.0;0.0;0.0;71.8683052678777;76.40991723319584;69.30292277803716;84.53690695149673
484;518.11;574.13;0.0;-0.0;0.0;0.0;71.95738155751638;76.47989835335669;69.34712385194146;84.59478891568841
485;518.11;574.13;0.0;0.0;0.0;0.0;72.04319511204052;76.54746746395531;69.38950842416506;84.65062168810876
486;518.11;574.13;0.0;-0.0;-0.0;-0.0;72.12585975367269;76.6127070520848;69.43015168988234;84.70447848033339
487;518.11;574.13;-0.0;0.0;0.0;0.0;72.2054856431105;76.67569680825055;69.46912568747545;84.75642984173334
488;518.11;574.13;-0.0;-0.0;0.0;-0.0;72.28217937983528;76.7365137207004;69.5064994346386;84.80654375955842
489;518.11;574.13;-0.0;-0.0;0.0;0.0;72.35604410076445;76.7952321665362;69.54233905832326;84.85488575502733
490;518.11;574.13;-0.0;-0.0;0.0;0.0;72.4271795771903;76.85192399972331;69.57670791882683;84.9015189755997
491;518.11;574.13;-0.0;-0.0;-0.0;0.0;72.49568230995705;76.90665863610958;69.60966672830993;84.94650428359706
492;518.11;574.13;0.0;0.0;-0.0;0.0;72.56164562283686;76.95950313556048;69.64127366401263;84.98990034133087
493;518.11;574.13;-0.0;-0.0;0.0;0.0;72.6251597540736;77.01052228131313;69.67158447642436;85.03176369288825
494;518.11;574.13;0.0;0.0;0.0;-0.0;72.68631194606965;77.05977865664741;69.70065259264942;85.07214884271869
495;518.11;574.13;-0.0;-0.0;-0.0;0.0;72.74518653319839;77.10733271896868;69.72852921519655;85.11110833115781
496;518.11;574.13;-0.0;-0.0;-0.0;-0.0;72.80186502772973;77.15324287139269;69.7552634164091;85.14869280701784
497;518.11;574.13;-0.0;0.0;-0.0;0.0;72.85642620386214;77.19756553191984;69.78090222874096;85.18495109736843
498;518.11;574.13;-0.0;0.0;0.0;0.0;72.90894617985893;77.2403552002825;69.80549073107288;85.21993027462521
499;518.11;574.13;-0.0;0.0;-0.0;-0.0;72.95949849829071;77.28166452254588;69.82907213125345;85.25367572105834
500;518.11;574.13;-0.0;0.0;-0.0;0.0;73.00815420439015;77.32154435353996;69.85168784503993;85.28623119082776
501;518.11;574.13;0.0;-0.0;0.0;0.0;73.05498192252804;77.36004381719677;69.87337757160489;85.31763886964718
502;518.11;574.13;0.0;-0.0;-0.0;-0.0;73.10004793082321;77.39721036486496;69.8941793657665;85.3479394321739
503;518.11;574.13;0.0;0.0;-0.0;-0.0;73.14341623390128;77.43308983167061;69.91412970709229;85.37717209721734
504;518.11;574.13;-0.0;-0.0;-0.0;-0.0;73.18514863381982;77.46772649099071;69.93326356601852;85.40537468085475
505;518.11;574.13;-0.0;-0.0;0.0;0.0;73.22530479917954;77.50116310710341;69.9516144671209;85.4325836475388
506;518.11;574.13;-0.0;0.0;-0.0;0.0;73.26394233244315;77.53344098607678;69.9692145496648;85.45883415927786
507;518.11;574.13;0.0;0.0;-0.0;0.0;73.30111683548515;77.56460002495564;69.9860946255578;85.48416012296593
508;518.11;574.13;0.0;0.0;-0.0;0.0;73.3368819733974;77.59467875930358;70.00228423482079;85.50859423593653
509;518.11;574.13;0.0;-0.0;0.0;0.0;73.37128953657641;77.62371440915582;70.01781169868846;85.53216802981062
510;518.11;574.13;0.0;0.0;-0.0;0.0;73.40438950111968;77.65174292343605;70.03270417044476;85.55491191270643
511;518.11;574.13;0.0;-0.0;-0.0;-0.0;73.43623008755911;77.67879902288868;70.04698768409378;85.57685520987553
512;518.11;574.13;-0.0;0.0;0.0;0.0;73.46685781796052;77.70491624157647;70.06068720096181;85.59802620282716
513;518.11;574.13;-0.0;-0.0;0.0;0.0;73.49631757141893;77.73012696699112;70.07382665432165;85.6184521669998
514;518.11;574.13;-0.0;-0.0;0.0;-0.0;73.5246526379798;77.7544624788234;70.08642899212632;85.63815940803683
515;518.11;574.13;-0.0;0.0;0.0;0.0;73.55190477101685;77.77795298643728;70.09851621793479;85.65717329672029
516;518.11;574.13;0.0;0.0;-0.0;-0.0;73.57811423809753;77.80062766509143;70.11010943010893;85.67551830261489
517;518.11;574.13;-0.0;0.0;0.0;0.0;73.60331987036739;77.82251469094945;70.1212288593569;85.69321802647211
518;518.11;574.13;0.0;-0.0;0.0;0.0;73.62755911048482;77.84364127491956;70.131893904695;85.71029523144185
519;518.11;574.13;0.0;0.0;-0.0;0.0;73.65086805913764;77.86403369536207;70.14212316789641;85.7267718731377
520;518.11;574.13;-0.0;-0.0;-0.0;0.0;73.6732815201731;77.88371732970266;70.15193448649251;85.74266912859952
521;518.11;574.13;0.0;0.0;0.0;0.0;73.69483304437303;77.90271668498755;70.16134496538893;85.75800742419538
522;518.11;574.13;-0.0;-0.0;-0.0;0.0;73.71555497190516;77.92105542741568;70.17037100715642;85.77280646250333
523;518.11;574.13;0.0;0.0;0.0;0.0;73.73547847348236;77.9387564108818;70.17902834105305;85.78708524821155
524;518.11;574.13;0.0;-0.0;-0.0;-0.0;73.75463359026055;77.9558417045633;70.18733205083252;85.80086211307423
525;518.11;574.13;0.0;0.0;-0.0;-0.0;73.77304927250634;77.97233261958242;70.1952966013903;85.8141547399586
526;518.11;574.13;-0.0;-0.0;-0.0;0.0;73.79075341706479;77.9882497347744;70.20293586429737;85.82698018601754
527;518.11;574.13;-0.0;-0.0;0.0;-0.0;73.80777290365782;78.00361292159128;70.21026314226901;85.83935490502047
528;518.11;574.13;-0.0;-0.0;0.0;-0.0;73.82413363004291;78.01844136816995;70.21729119261389;85.85129476887418
529;518.11;574.13;-0.0;-0.0;0.0;-0.0;73.83986054606184;78.03275360259204;70.22403224970681;85.8628150883638
530;518.11;574.13;-0.0;0.0;-0.0;0.0;73.85497768660863;78.0465675153626;70.23049804652673;85.8739306331431
531;518.11;574.13;-0.0;-0.0;-0.0;-0.0;73.86950820354522;78.05990038113319;70.2366998352993;85.88465565100199
532;518.11;574.13;0.0;0.0;0.0;0.0;73.88347439659354;78.07276887969466;70.24264840728215;85.89500388643822
533;518.11;574.13;-0.0;-0.0;-0.0;-0.0;73.89689774323148;78.08518911626366;70.24835411172882;85.90498859855889
534;518.11;574.13;-0.0;0.0;0.0;-0.0;73.90979892762043;78.09717664108634;70.25382687406636;85.91462257833679
535;518.11;574.13;0.0;-0.0;0.0;0.0;73.92219786859117;78.1087464683819;70.25907621331936;85.92391816524528
536;518.11;574.13;-0.0;-0.0;0.0;0.0;73.93411374671456;78.11991309464784;70.2641112588122;85.9328872632947
537;518.11;574.13;-0.0;0.0;-0.0;-0.0;73.94556503048297;78.13069051634811;70.26894076618014;85.94154135649232
538;518.11;574.13;0.0;-0.0;0.0;0.0;73.9565695016279;78.14109224700461;70.27357313271773;85.94989152374701
539;518.11;574.13;-0.0;-0.0;0.0;0.0;73.96714427959868;78.15113133371196;70.27801641209292;85.95794845323911
540;518.11;574.13;0.0;-0.0;-0.0;0.0;73.97730584522671;78.16082037309452;70.28227832845289;85.96572245627497
541;518.11;574.13;-0.0;0.0;-0.0;-0.0;73.98707006359898;78.17017152672437;70.28636628994738;85.97322348064515
542;518.11;574.13;0.0;0.0;-0.0;0.0;73.99645220616449;78.17919653601801;70.2902874016938;85.98046112350423
543;518.11;574.13;0.0;0.0;-0.0;-0.0;74.00546697209629;78.18790673662933;70.29404847820732;85.98744464379
544;518.11;574.13;0.0;0.0;0.0;0.0;74.01412850893134;78.19631307235538;70.29765605531834;85.99418297419845
545;518.11;574.13;-0.0;0.0;0.0;-0.0;74.02245043251033;78.20442610857137;70.30111640159879;86.00068473273103
546;518.11;574.13;-0.0;0.0;0.0;-0.0;74.0304458462385;78.21225604521045;70.30443552931742;86.00695823382954
547;518.11;574.13;0.0;0.0;0.0;0.0;74.03812735968849;78.21981272930351;70.30761920494405;86.01301149911372
548;518.11;574.13;-0.0;-0.0;0.0;0.0;74.04550710656517;78.2271056670937;70.31067295922122;86.01885226773591
549;518.11;574.13;0.0;0.0;-0.0;0.0;74.0525967620527;78.23414403573979;70.31360209682141;86.02448800636664
550;518.11;574.13;-0.0;-0.0;-0.0;-0.0;74.05940755956276;78.2409366946222;70.3164117056069;86.02992591882456
551;518.11;574.13;-0.0;0.0;0.0;0.0;74.06595030690288;78.24749219626494;70.3191066655088;86.03517295536349
552;518.11;574.13;0.0;0.0;0.0;0.0;74.07223540188322;78.2538187968862;70.32169165704114;86.04023582162901
553;518.11;574.13;-0.0;-0.0;-0.0;0.0;74.07827284737958;78.25992446659023;70.32417116946492;86.04512098729654
554;518.11;574.13;0.0;-0.0;0.0;0.0;74.08407226587003;78.26581689921245;70.32654950861674;86.04983469440232
555;518.11;574.13;-0.0;0.0;-0.0;0.0;74.08964291346209;78.2715035218292;70.32883080441599;86.05438296537838
556;518.11;574.13;-0.0;-0.0;-0.0;-0.0;74.0949936934268;78.27699150394372;70.33101901806361;86.05877161080217
557;518.11;574.13;0.0;0.0;-0.0;-0.0;74.10013316925584;78.28228776635899;70.33311794894549;86.06300623687106
558;518.11;574.13;0.0;-0.0;0.0;-0.0;74.10506957725708;78.287398989748;70.33513124125241;86.06709225261166
559;518.11;574.13;0.0;0.0;0.0;-0.0;74.10981083870375;78.29233162293167;70.3370623903285;86.07103487683332
560;518.11;574.13;0.0;0.0;-0.0;-0.0;74.1143645715519;78.29709189087416;70.33891474875914;86.07483914483527
561;518.11;574.13;0.0;-0.0;0.0;-0.0;74.11873810174046;78.30168580240519;70.34069153220932;86.0785099148758
562;518.11;574.13;0.0;-0.0;0.0;-0.0;74.12293847408768;78.30611915767844;70.34239582502256;86.08205187441246
563;518.11;574.13;-0.0;0.0;0.0;-0.0;74.12697246279741;78.31039755537502;70.34403058559032;86.08546954612117
564;518.11;574.13;0.0;-0.0;0.0;-0.0;74.13084658158836;78.31452639966056;70.3455986515013;86.08876729370219
565;518.11;574.13;0.0;-0.0;-0.0;0.0;74.13456709345888;78.31851090690425;70.34710274447988;86.09194932748062
566;518.11;574.13;0.0;0.0;-0.0;0.0;74.13814002009968;78.32235611216781;70.34854547512208;86.09501970980882
567;518.11;574.13;-0.0;0.0;0.0;-0.0;74.14157115096633;78.32606687547226;70.34992934743761;86.09798236027764
568;518.11;574.13;-0.0;-0.0;-0.0;0.0;74.1448660520231;78.32964788784994;70.35125676320592;86.10084106074342
569;518.11;574.13;-0.0;0.0;0.0;0.0;74.14803007416948;78.33310367718902;70.35253002615386;86.1035994601773
570;518.11;574.13;-0.0;-0.0;-0.0;-0.0;74.15106836136003;78.33643861387756;70.35375134596224;86.1062610793432
571;518.11;574.13;0.0;-0.0;-0.0;0.0;74.15398585842827;78.33965691625399;70.35492284210851;86.10882931531036
572;518.11;574.13;-0.0;0.0;-0.0;0.0;74.15678731862478;78.34276265587035;70.35604654755208;86.1113074458067
573;518.11;574.13;-0.0;0.0;-0.0;0.0;74.15947731087932;78.34575976257489;70.35712441226886;86.11369863341831
574;518.11;574.13;-0.0;0.0;0.0;-0.0;74.16206022679664;78.34865202941995;70.35815830664113;86.11600592964074
575;518.11;574.13;0.0;-0.0;0.0;-0.0;74.16454028739516;78.35144311740125;70.35915002470881;86.11823227878725
576;518.11;574.13;-0.0;-0.0;0.0;0.0;74.16692154959762;78.35413656003408;70.36010128728765;86.1203805217592
577;518.11;574.13;-0.0;0.0;-0.0;0.0;74.16920791248224;78.35673576777224;70.3610137449599;86.12245339968342
578;518.11;574.13;-0.0;-0.0;-0.0;0.0;74.17140312330295;78.3592440322747;70.36188898094277;86.1244535574212
579;518.11;574.13;0.0;0.0;0.0;-0.0;74.1735107832867;78.36166453052559;70.36272851383936;86.12638354695362
580;518.11;574.13;-0.0;0.0;-0.0;-0.0;74.1755343532158;78.36400032881208;70.36353380027741;86.12824583064746
581;518.11;574.13;-0.0;0.0;0.0;-0.0;74.17747715880289;78.3662543865654;70.36430623743992;86.13004278440604
582;518.11;574.13;0.0;-0.0;0.0;0.0;74.17934239586592;78.36842956006932;70.36504716549243;86.13177670070895
583;518.11;574.13;0.0;-0.0;-0.0;-0.0;74.18113313531022;78.37052860604084;70.36575786991108;86.13344979154466
584;518.11;574.13;-0.0;0.0;0.0;-0.0;74.18285232792459;78.37255418508735;70.3664395837155;86.13506419123985
585;518.11;574.13;-0.0;0.0;-0.0;0.0;74.1845028089981;78.37450886504456;70.36709348961043;86.13662195918901
586;518.11;574.13;0.0;0.0;-0.0;0.0;74.18608730276388;78.37639512419906;70.36772072203982;86.13812508248797
587;518.11;574.13;0.0;0.0;-0.0;-0.0;74.18760842667635;78.37821535439981;70.36832236915708;86.13957547847461
588;518.11;574.13;-0.0;-0.0;-0.0;0.0;74.18906869552774;78.37997186406203;70.36889947471468;86.14097499718012
589;518.11;574.13;-0.0;0.0;0.0;-0.0;74.19047052540974;78.38166688106732;70.36945303987666;86.14232542369405
590;518.11;574.13;-0.0;-0.0;-0.0;0.0;74.19181623752593;78.38330255556356;70.36998402495708;86.14362848044591
591;518.11;574.13;-0.0;-0.0;-0.0;0.0;74.19310806186036;78.38488096266803;70.37049335108738;86.14488582940672
592;518.11;574.13;-0.0;0.0;0.0;0.0;74.19434814070756;78.38640410507702;70.37098190181571;86.14609907421284
593;518.11;574.13;0.0;-0.0;-0.0;0.0;74.19553853206898;78.38787391558508;70.37145052464093;86.14726976221525
594;518.11;574.13;-0.0;-0.0;0.0;-0.0;74.1966812129208;78.38929225951725;70.37190003248391;86.14839938645655
595;518.11;574.13;0.0;-0.0;-0.0;-0.0;74.19777808235777;78.39066093707697;70.37233120509873;86.1494893875786
596;518.11;574.13;-0.0;-0.0;-0.0;-0.0;74.19883096461771;78.39198168561276;70.37274479042637;86.1505411556629
597;518.11;574.13;-0.0;0.0;-0.0;-0.0;74.19984161199089;78.39325618180631;70.37314150589293;86.15155603200635
598;518.11;574.13;-0.0;0.0;-0.0;0.0;74.20081170761875;78.39448604378485;70.37352203965506;86.15253531083445
599;518.11;574.13;-0.0;-0.0;0.0;0.0;74.20174286818586;78.39567283316029;70.37388705179428;86.15348024095434
600;436.67;388.97;0.0;-0.0;-0.0;-0.0;74.20263664650918;78.39681805699762;70.3742371754628;86.15439202734967
601;436.67;388.97;-0.0;-0.0;-0.0;-0.0;73.79629453402836;77.1635231697151;68.52297301798231;85.20513849938612
602;436.67;388.97;-0.0;0.0;-0.0;-0.0;73.33677942875802;75.97478467470539;66.74772297893426;84.28927229394152
603;436.67;388.97;-0.0;0.0;0.0;0.0;72.82930676396842;74.82937594118431;65.04633646094229;83.4057958512563
604;436.67;388.97;0.0;-0.0;-0.0;0.0;72.27882041564543;73.72607771828099;63.41666776703973;82.55373087226364
605;436.67;388.97;0.0;-0.0;0.0;-0.0;71.6900048853743;72.66367978976037;61.85657868634198;81.73211852925638
606;436.67;388.97;-0.0;-0.0;0.0;-0.0;71.0672961920224;71.6409825612458;60.363941109717324;80.940019642554
607;436.67;388.97;0.0;-0.0;-0.0;0.0;70.41489167046903;70.65679857417258;58.93663966090424;80.17651482354137
608;436.67;388.97;0.0;0.0;-0.0;0.0;69.73675884958945;69.7099539413724;57.572574327866896;79.44070458458472
609;436.67;388.97;0.0;0.0;-0.0;0.0;69.03664355969465;68.7992896998902;56.269663078706955;78.73170941645655
610;436.67;388.97;0.0;0.0;-0.0;-0.0;68.31807740081828;67.92366307735588;55.02584444617523;78.04866983401814
611;436.67;388.97;-0.0;0.0;0.0;0.0;67.5843846869671;67.0819486689665;53.839080064763934;77.39074639101712
612;436.67;388.97;0.0;-0.0;0.0;-0.0;66.8386889671949;66.27303952286701;52.70735714451806;76.75711966495567
613;436.67;388.97;-0.0;-0.0;0.0;0.0;66.08391921171514;65.4958481324424;51.62869086608562;76.14699021307375
614;436.67;388.97;-0.0;-0.0;-0.0;-0.0;65.32281573991939;64.74930733474055;50.60112668212844;75.55957850056976
615;436.67;388.97;-0.0;0.0;0.0;0.0;64.55793595687311;64.0323711149252;49.62274251103078;74.99412480224937
616;436.67;388.97;-0.0;-0.0;0.0;0.0;63.791659955432046;63.344015317306116;48.691650809857876;74.44988907885072
617;436.67;388.97;-0.0;-0.0;0.0;-0.0;63.026196032424174;62.6832382641006;47.80600051471329;73.9261508293415
618;436.67;388.97;0.0;-0.0;0.0;-0.0;62.26358615927411;62.04906128364331;46.963978837999;73.4222089205213
619;436.67;388.97;0.0;0.0;0.0;0.0;61.50571143994138;61.440529150274486;46.163812913569075;72.93738139529005
620;436.67;388.97;-0.0;-0.0;0.0;0.0;60.754297582056886;60.85671043859801;45.403771282357035;72.47100526096197
621;436.67;388.97;-0.0;0.0;0.0;-0.0;60.01092040064893;60.29669779520707;44.68216521271672;72.02243625901446
622;436.67;388.97;-0.0;0.0;-0.0;-0.0;59.2770113678405;59.759608131326736;43.997349851414185;71.591048617662
623;436.67;388.97;-0.0;-0.0;-0.0;-0.0;58.553863216373294;59.244582740118005;43.34772520291151;71.17623478863958
624;436.67;388.97;0.0;0.0;0.0;-0.0;57.842635599776465;58.75078734262911;42.7317369362605;70.77740516956558
625;436.67;388.97;-0.0;0.0;0.0;-0.0;57.14436080745916;58.277412066566924;42.14787702054613;70.39398781323455
626;436.67;388.97;-0.0;-0.0;0.0;0.0;56.459949528974725;57.823671362197956;41.594684191358944;70.02542812516357
627;436.67;388.97;0.0;-0.0;-0.0;-0.0;55.79019665818945;57.38880385977628;41.07074425220956;69.67118855068469
628;436.67;388.97;-0.0;-0.0;0.0;0.0;55.13578712509402;56.972072172938525;40.57469021610684;69.3307482528392
629;436.67;388.97;0.0;0.0;-0.0;0.0;54.49730174052187;56.57276265250736;40.105202293689324;69.00360278228955
630;436.67;388.97;0.0;-0.0;0.0;-0.0;53.87522303707876;56.19018509510823;39.66100773531583;68.68926374042037
631;436.67;388.97;0.0;-0.0;-0.0;0.0;53.269941088130764;55.82367241093371;39.2408805353786;68.38725843675357
632;436.67;388.97;-0.0;0.0;0.0;0.0;52.681759285724624;55.47258025488955;38.84364100779898;68.09712954175296
633;436.67;388.97;0.0;0.0;0.0;-0.0;52.11090005780068;55.13628662523048;38.468155242201306;67.81843473604297
634;436.67;388.97;0.0;-0.0;0.0;0.0;51.55751050497414;54.81419143364595;38.11333445064091;67.5507463570136
635;436.67;388.97;-0.0;-0.0;-0.0;0.0;51.02166793746976;54.50571605058995;37.778134214993514;67.29365104373028
636;436.67;388.97;-0.0;0.0;-0.0;-0.0;50.50338529345841;54.210302829468674;37.461553645205555;67.04674938101383
637;436.67;388.97;-0.0;0.0;-0.0;-0.0;50.00261642101932;53.927414613108304;37.16263445857047;66.80965554350134
638;436.67;388.97;0.0;-0.0;0.0;0.0;49.519261207192706;53.6565342257258;36.880459990046326;66.58199694044596
639;436.67;388.97;-0.0;0.0;-0.0;0.0;49.05317053904926;53.39716395342111;36.61415414338072;66.36341386195973
640;436.67;388.97;-0.0;0.0;-0.0;-0.0;48.604151083337904;53.148825016002455;36.362880292472816;66.15355912735212
641;436.67;388.97;0.0;0.0;-0.0;0.0;48.17196987303673;52.91105703274915;36.125840141994054;65.95209773616561
642;436.67;388.97;0.0;0.0;0.0;0.0;47.75635869097995;52.6834174845116;35.90227255582343;65.7587065224599
643;436.67;388.97;-0.0;-0.0;0.0;-0.0;47.357018242624854;52.4654811743464;35.69145236134174;65.57307381284834
644;436.67;388.97;0.0;-0.0;0.0;0.0;46.973622111919234;52.2568396886884;35.49268913708625;65.39489908874341
645;436.67;388.97;0.0;0.0;-0.0;0.0;46.605820496097564;52.0571008608716;35.30532599070278;65.22389265322354
646;436.67;388.97;0.0;-0.0;-0.0;-0.0;46.25324371704237;51.86588823862825;35.12873833355723;65.0597753028902
647;436.67;388.97;0.0;-0.0;-0.0;-0.0;45.91550550857115;51.68284055702139;34.96233265779219;64.90227800504395
648;436.67;388.97;-0.0;0.0;0.0;0.0;45.592206080626255;51.50761121810034;34.805545321043695;64.75114158046844
649;436.67;388.97;-0.0;-0.0;0.0;0.0;45.28293496283952;51.33986777841252;34.657841343476306;64.60611639207474
650;436.67;388.97;-0.0;0.0;0.0;0.0;44.98727363130133;51.17929144535823;34.518713221255496;64.46696203962368
651;436.67;388.97;-0.0;0.0;0.0;-0.0;44.70479792357773;51.02557658323746;34.387679760060756;64.33344706071043
652;436.67;388.97;-0.0;0.0;-0.0;-0.0;44.43508024808349;50.87843022971055;34.26428493175298;64.20534863816529
653;436.67;388.97;-0.0;0.0;-0.0;-0.0;44.17769159483247;50.73757162327619;34.14809675684913;64.08245231399546
654;436.67;388.97;0.0;-0.0;0.0;0.0;43.932203355351064;50.602731742261234;34.03870621502694;63.96455170996555
655;436.67;388.97;0.0;-0.0;0.0;-0.0;43.69818896015951;50.47365285571743;33.93572618548365;63.85144825489
656;436.67;388.97;-0.0;0.0;-0.0;-0.0;43.475225342706196;50.35008808652857;33.838790418605925;63.74295091868696
657;436.67;388.97;-0.0;0.0;0.0;-0.0;43.262894238989475;50.23180098694923;33.74755254007297;63.63887595322192
658;436.67;388.97;-0.0;0.0;0.0;-0.0;43.06078333232946;50.11856512672134;33.661685088210774;63.539046639949966
659;436.67;388.97;0.0;-0.0;-0.0;-0.0;42.86848725286877;50.01016369384771;33.58087858514142;63.44329304434707
660;436.67;388.97;-0.0;0.0;0.0;-0.0;42.68560844139765;49.90638910804137;33.50484064202647;63.3514517771048
661;436.67;388.97;0.0;-0.0;0.0;0.0;42.51175788702575;49.807042646816484;33.433295098486006;63.26336576204755
662;436.67;388.97;-0.0;-0.0;-0.0;-0.0;42.34655574807203;49.71193408413904;33.36598119608317;63.17888401071812
663;436.67;388.97;-0.0;0.0;0.0;-0.0;42.1896318653261;49.62088134151433;33.30265278559702;63.09786140356517
664;436.67;388.97;-0.0;-0.0;-0.0;-0.0;42.04062617656007;49.5337101513522;33.243077567661594;63.020158477655094
665;436.67;388.97;-0.0;0.0;0.0;-0.0;41.89918904084891;49.45025373241978;33.18703636622531;62.945641220821464
666;436.67;388.97;0.0;0.0;0.0;0.0;41.764981480899706;49.37035247716483;33.134322434179886;62.87418087215621
667;436.67;388.97;0.0;0.0;-0.0;0.0;41.63767535120398;49.29385365067055;33.08474079042077;62.80565372873945
668;436.67;388.97;-0.0;-0.0;0.0;-0.0;41.51695343942077;49.22061110098379;33.03810758752917;62.739940958498295
669;436.67;388.97;0.0;0.0;-0.0;-0.0;41.40250950797829;49.15048498054338;32.994249509208636;62.676928419079196
670;436.67;388.97;0.0;0.0;-0.0;-0.0;41.29404828245515;49.083341478423215;32.95300319656434;62.61650648261381
671;436.67;388.97;0.0;0.0;-0.0;-0.0;41.19128539287367;49.01905256309502;32.914214702279835;62.558569866254125
672;436.67;388.97;-0.0;0.0;0.0;0.0;41.093947273612464;48.95749573540922;32.87773897172306;62.50301746834961
673;436.67;388.97;0.0;0.0;-0.0;0.0;41.00177102722775;48.898553791487046;32.84343934999865;62.44975221013621
674;436.67;388.97;0.0;0.0;-0.0;0.0;40.91450425706476;48.84211459521481;32.811187113957104;62.39868088280532
675;436.67;388.97;0.0;0.0;-0.0;-0.0;40.83190487314687;48.788070860029734;32.780861028171444;62.34971399981925
676;436.67;388.97;-0.0;0.0;-0.0;0.0;40.753740875450504;48.73631993968763;32.752346923897626;62.30276565433884
677;436.67;388.97;-0.0;-0.0;0.0;-0.0;40.67979011831241;48.68676362770422;32.72553730004599;62.25775338162845
678;436.67;388.97;0.0;0.0;-0.0;-0.0;40.60984005937163;48.63930796516501;32.700330945205735;62.21459802630342
679;436.67;388.97;-0.0;-0.0;0.0;-0.0;40.543687496123724;48.59386305660262;32.67663257978305;62.173223614285675
680;436.67;388.97;-0.0;0.0;-0.0;-0.0;40.48113829285941;48.55034289364506;32.65435251733474;62.1335572293335
681;436.67;388.97;0.0;-0.0;0.0;0.0;40.422007100473415;48.50866518614418;32.63340634420287;62.09552889401285
682;436.67;388.97;0.0;-0.0;-0.0;0.0;40.366117071362964;48.468751200499504;32.61371461658144;62.05907145497864
683;436.67;388.97;0.0;0.0;0.0;0.0;40.313299571387766;48.43052560489927;32.59520257417317;62.02412047243602
684;436.67;388.97;-0.0;0.0;-0.0;-0.0;40.2633938906342;48.39391632120737;32.57779986962219;61.99061411365338
685;436.67;388.97;-0.0;0.0;0.0;0.0;40.216246954515725;48.35885438323239;32.5614403129374;61.95849305040084
686;436.67;388.97;-0.0;0.0;0.0;0.0;40.17171303654773;48.32527380112222;32.54606163015026;61.927700360189846
687;436.67;388.97;0.0;0.0;-0.0;-0.0;40.12965347395785;48.29311143163554;32.53160523548014;61.898181431191986
688;436.67;388.97;-0.0;-0.0;0.0;0.0;40.089936387131395;48.26230685404912;32.5180160163096;61.86988387071727
689;436.67;388.97;-0.0;0.0;0.0;-0.0;40.05243640374447;48.232802251467895;32.505242130301234;61.842757417134685
690;436.67;388.97;0.0;0.0;0.0;-0.0;40.01703438830487;48.20454229731237;32.493234814016304;61.81675385512036
691;436.67;388.97;0.0;0.0;0.0;0.0;39.98361717770051;48.177474046765944;32.48194820242378;61.791826934121175
