;q_A [cm^3/s];q_B [cm^3/s];q_d1 [cm^3/s];q_d2 [cm^3/s];q_d3 [cm^3/s];q_d4 [cm^3/s];x1 [cm];x2 [cm];x3 [cm];x4 [cm]
208;622.22;654.82;0.0433;0.086;-0.1868;-0.0585;72.31467603;71.73549069;72.56775712;80.5386141
209;622.22;654.82;-0.019;0.0226;-0.0879;-0.0727;73.07483105;72.5888748;73.09940841;81.89590308
210;622.22;654.82;-0.1332;0.0823;-0.2576;-0.081;73.7508909;73.37189855;73.70864349;83.18995903
211;622.22;654.82;0.1327;0.0375;0.1251;0.0805;74.29892856;74.20990606;74.1238468;84.42934325
212;622.22;654.82;-0.0383;0.02;-0.2447;-0.1188;75.09859036;74.99281495;74.90522518;85.78615182
213;622.22;654.82;-0.1426;0.0442;0.36;-0.0317;75.7134862;75.7555836;75.28583007;86.89577816
214;622.22;654.82;0.2636;0.1977;0.2702;0.0619;76.20487013;76.53246079;76.25610645;88.05362619
215;622.22;654.82;-0.02;-0.1764;-0.0125;-0.0204;77.11333242;77.45351933;77.09844164;89.26477009
216;622.22;654.82;-0.185;0.0291;0.0236;0.0073;77.72093768;77.98384751;77.62516127;90.35173722
217;622.22;654.82;0.1375;-0.1338;0.0076;0.0423;78.15064195;78.7234881;78.16748982;91.42906238
218;622.22;654.82;-0.0209;0.1208;0.2354;0.1464;78.90033557;79.29044506;78.67279257;92.50459783
219;622.22;654.82;-0.0687;-0.1545;-0.0314;0.0326;79.47024494;80.11296311;79.38637052;93.64772024
220;622.22;654.82;0.2461;0.0094;-0.0738;-0.0977;79.98885156;80.64740463;79.80568246;94.63846708
221;622.22;654.82;0.1779;0.2068;-0.1312;0.1914;80.81025556;81.34576415;80.1665124;95.46567042
222;622.22;654.82;0.0678;0.1789;-0.0007;-0.1068;81.53296813;82.225896;80.45613712;96.55435085
223;622.22;654.82;0.0964;-0.0352;-0.0565;-0.1855;82.11785058;83.06005606;80.86520336;97.3086586
224;622.22;654.82;-0.0683;0.1044;-0.0044;-0.1733;82.71565272;83.65391561;81.20288444;97.95932306
225;622.22;654.82;-0.0688;0.3838;0.1112;0.1553;83.12974938;84.37255942;81.57982978;98.60074903
226;622.22;654.82;0.2077;-0.0248;-0.0708;-0.0489;83.53565381;85.34796727;82.05807836;99.5497105
227;622.22;654.82;0.1556;-0.0399;0.0499;0.1727;84.21464891;85.88679633;82.33623541;100.2634332
228;622.22;654.82;0.2178;0.1307;-0.071;-0.0715;84.81619198;86.40131501;82.72459439;101.1755088
229;622.22;654.82;0.0109;-0.1097;0.07;0.0323;85.46292253;87.08512317;82.97742571;101.8137966
230;622.22;654.82;0.2004;0.1223;-0.0689;-0.0017;85.87836552;87.50823562;83.36175252;102.5352576
231;622.22;654.82;0.0765;-0.0662;-0.0449;0.092;86.47602479;88.16134425;83.59275927;103.1994816
232;622.22;654.82;0.2004;-0.003;-0.2457;0.128;86.92730417;88.60843247;83.83911459;103.9360843
233;622.22;654.82;-0.0744;-0.2166;-0.1666;0.0325;87.48826129;89.11577886;83.8754568;104.6851226
234;622.22;654.82;0.0577;-0.0596;-0.2736;0.1635;87.74672999;89.40340415;83.98954104;105.314784
235;622.22;654.82;-0.1598;-0.0466;-0.1371;-0.0919;88.12820748;89.8510664;83.99236431;106.0554398
236;622.22;654.82;-0.0037;0.0446;-0.1175;-0.0509;88.27261959;90.30882848;84.13158217;106.51724
237;622.22;654.82;-0.2605;-0.0897;0.1007;-0.093;88.57089194;90.84549115;84.28520434;107.0054571
238;622.22;654.82;0.1653;-0.1255;-0.0261;0.0386;88.6027544;91.23180738;84.65129824;107.4361911
239;622.22;654.82;-0.0755;0.157;-0.0994;0.1548;89.07240986;91.57329926;84.87696219;107.9849823
240;622.22;654.82;-0.174;-0.0364;-0.127;-0.0353;89.28555761;92.19459759;85.02093918;108.6327582
241;622.22;654.82;-0.0111;-0.052;0.3041;0.0191;89.3946364;92.60663363;85.131971;109.0701699
242;622.22;654.82;0.058;-0.1748;-0.104;0.0429;89.6651539;92.99282748;85.66998383;109.5483322
243;622.22;654.82;0.145;0.0254;0.0853;-0.0857;90.01086778;93.24876611;85.77997573;110.035405
